Line,Station Name,Latitude,Longitude
LO Gospel Oak-Barking,Leytonstone High Road,51.563373,0.0092994
LO Gospel Oak-Barking,South Tottenham,51.5395507,0.0809453
LO Gospel Oak-Barking,Upper Holloway,51.5638383,-0.1295753
LO Gospel Oak-Barking,Walthamstow Queen's Road,51.5814217,-0.0238481
LO Gospel Oak-Barking,Wanstead Park,51.55154820000001,0.0254233
LO Gospel Oak-Barking,Woodgrange Park,51.5493047,0.043977
LO North London,Acton Central,51.5077724,-0.2630589
LO North London,Brondesbury,51.5453971,-0.2004112
LO North London,Brondesbury Park,51.5408407,-0.210112
LO North London,Caledonian Road & Barnsbury,51.543116,-0.1160098
LO North London,Camden Road,51.5479476,-0.1303299
LO North London,Canonbury,51.5437366,-0.1005803
LO North London,Clapham Junction,-33.000327,27.8415063
LO North London,Dalston Kingsland,51.5484626,-0.0754118
LO North London,Finchley Road & Frognal,51.54947000000001,-0.1815625
LO North London,Gospel Oak,51.5395507,0.0809453
LO North London,Gunnersbury,51.49335199999999,-0.278887
LO North London,Hackney Central,51.5475594,-0.05652500000000001
LO North London,Hackney Wick,51.544579,-0.0256935
LO North London,Hampstead Heath,51.5552509,-0.1658907
LO North London,Highbury & Islington,51.5569649,-0.0979656
LO North London,Homerton,51.5470366,-0.0423623
LO North London,Imperial Wharf,51.4750534,-0.1826773
LO North London,Kensal Rise,51.534513,-0.2197528
LO North London,Kensington,51.498705,-0.1901901
LO North London,Kentish Town West,51.54655,-0.14663
LO North London,Kew Gardens,51.475251,-0.2848908
LO North London,Richmond,37.780683,-122.4723021
LO North London,Shepherd's Bush,51.5051913,-0.22469
LO North London,South Acton,51.4994886,-0.2700235
LO North London,Stratford,51.5416767,-0.0015654
LO North London,West Brompton,51.4872591,-0.1955188
LO North London,West Hampstead,51.5490183,-0.1971205
LO North London,Willesden Junction,51.53211630000001,-0.2433689
LO Romford–Upminster,Emerson Park,51.5688727,0.2196953
LO Romford–Upminster,Romford,51.57472449999999,0.1826519
LO Romford–Upminster,Upminster,51.55591399999999,0.248894
LO Watford-Euston,Bushey,51.5280408,-0.1333271
LO Watford-Euston,Carpenders Park,51.6285418,-0.3836965
LO Watford-Euston,Euston,51.5280408,-0.1333271
LO Watford-Euston,Harlesden,51.5032466,-0.112293
LO Watford-Euston,Harrow & Wealdstone,51.59172359999999,-0.3343587
LO Watford-Euston,Hatch End,51.5280408,-0.1333271
LO Watford-Euston,Headstone Lane,51.5280408,-0.1333271
LO Watford-Euston,Kensal Green,51.5032466,-0.112293
LO Watford-Euston,Kenton,51.5032466,-0.112293
LO Watford-Euston,Kilburn High Road,51.5409074,-0.1967388
LO Watford-Euston,North Wembley,51.5625616,-0.3175595
LO Watford-Euston,Queen's Park,51.53416619999999,-0.2046848
LO Watford-Euston,South Hampstead,51.54608899999999,-0.1790479
LO Watford-Euston,South Kenton,51.570181,-0.3083981
LO Watford-Euston,Stonebridge Park,51.5439748,-0.2753492
LO Watford-Euston,Watford High Street,51.652656,-0.3917363
LO Watford-Euston,Watford Junction,51.5280408,-0.1333271
LO Watford-Euston,Wembley Central,51.55214429999999,-0.2965274
LO Watford-Euston,Willesden Junction,51.53211630000001,-0.2433689
LO West Anglia,Bethnal Green,51.531103,-0.0480805
LO West Anglia,Bruce Grove,51.5937069,-0.06993189999999999
LO West Anglia,Bush Hill Park,51.6482129,-0.0675675
LO West Anglia,Cambridge Heath,51.5310934,-0.05761819999999999
LO West Anglia,Cheshunt,51.70264050000001,-0.0343787
LO West Anglia,Chingford,51.6320667,0.007362700000000001
LO West Anglia,Clapton,51.5584687,-0.0559163
LO West Anglia,Edmonton Green,51.6248126,-0.0581806
LO West Anglia,Enfield Town,51.6522994,-0.0807119
LO West Anglia,Hackney Downs,51.5553095,-0.06908249999999999
LO West Anglia,Highams Park,51.6083754,0.0014712
LO West Anglia,Liverpool Street,51.5174846,-0.0826291
LO West Anglia,London Fields,51.5410441,-0.0577287
LO West Anglia,Rectory Road,51.558502,-0.068241
LO West Anglia,Seven Sisters,51.58232770000001,-0.0749855
LO West Anglia,Silver Street,51.6532939,-0.0805666
LO West Anglia,Southbury,51.6487709,-0.05241390000000001
LO West Anglia,St James Street,51.5065008,-0.1393289
LO West Anglia,Stamford Hill,51.5696514,-0.0750199
LO West Anglia,Stoke Newington,51.561175,-0.08349229999999999
LO West Anglia,Theobalds Grove,51.6923107,-0.0346524
LO West Anglia,Turkey Street,51.67249349999999,-0.0470747
LO West Anglia,Walthamstow Central,51.5828251,-0.0198182
LO West Anglia,White Hart Lane,51.6032123,-0.0657389
LO West Anglia,Wood Street,51.6528755,-0.2107749
London Trams,Addington Village,51.3563452,-0.0324264
London Trams,Addiscombe,51.3805498,-0.07227449999999999
London Trams,Ampere Way,51.3833801,-0.1256994
London Trams,Arena,51.3916182,-0.0583279
London Trams,Avenue Road,51.5384136,-0.1690901
London Trams,Beckenham Junction Trams,51.410728,-0.026375
London Trams,Beckenham Road,51.4088643,-0.0404625
London Trams,Beddington Lane,51.3894216,-0.1418278
London Trams,Belgrave Walk,51.4026766,-0.1772244
London Trams,Birkbeck Trams,51.40380589999999,-0.05583929999999999
London Trams,Blackhorse Lane,51.5922107,-0.0398795
London Trams,Centrale,51.5074256,-0.1271814
London Trams,Church Street,51.5228495,-0.1711376
London Trams,Coombe Lane,51.4115823,-0.2405083
London Trams,Dundonald Road,51.5374013,-0.2183658
London Trams,East Croydon Trams,51.37488159999999,-0.0925491
London Trams,Elmers End,51.39749,-0.0474767
London Trams,Fieldway,51.5435455,-0.2670019
London Trams,George Street,51.5170389,-0.1579115
London Trams,Gravel Hill,51.5977805,-0.1986414
London Trams,Harrington Road,51.4940194,-0.1767166
London Trams,King Henry's Drive,51.34535529999999,-0.0203298
London Trams,Lebanon Road,51.4562477,-0.2010368
London Trams,Lloyd Park,51.5943815,-0.020408
London Trams,Merton Park,51.4078272,-0.1983261
London Trams,Mitcham,51.402869,-0.166709
London Trams,Mitcham Junction,51.3930336,-0.1576835
London Trams,Morden Road,51.4684087,0.0177949
London Trams,New Addington,51.348184,-0.017094
London Trams,Phipps Bridge,51.4034219,-0.1822814
London Trams,Reeves Corner,51.3738324,-0.1061935
London Trams,Sandilands,51.5072178,-0.1275862
London Trams,Therapia Lane,51.3853918,-0.1343512
London Trams,Waddon Marsh,51.3769818,-0.1179077
London Trams,Wandle Park,51.4184762,-0.1797532
London Trams,Wellesley Road,51.4904446,-0.2772375
London Trams,West Croydon Trams,51.3788016,-0.1020889
London Trams,Wimbledon Trams,51.4214125,-0.2054832
London Trams,Woodside,51.3882998,-0.0649971
Metropolitan,Aldgate,51.51298,-0.07002069999999999
Metropolitan,Amersham,51.6755179,-0.6072409999999999
Metropolitan,Baker Street,51.5231548,-0.156863
Metropolitan,Barbican,51.51298,-0.07002069999999999
Metropolitan,Chalfont & Latimer,51.5072178,-0.1275862
Metropolitan,Chesham,51.709401,-0.612333
Metropolitan,Chorleywood,51.655632,-0.5161829
Metropolitan,Croxley,51.6458299,-0.452023
Metropolitan,Eastcote,51.57726719999999,-0.3981245
Metropolitan,Euston Square,51.525635,-0.1350197
Metropolitan,Farringdon,51.51298,-0.07002069999999999
Metropolitan,Finchley Road,51.5611817,-0.1970949
Metropolitan,Great Portland Street,51.5199737,-0.1426286
Metropolitan,Harrow-on-the-Hill,51.5706321,-0.3396363
Metropolitan,Hillingdon,51.5351832,-0.4481378
Metropolitan,Ickenham,51.563966,-0.442299
Metropolitan,King's Cross St. Pancras,51.53066279999999,-0.1231666
Metropolitan,Liverpool Street,51.5174846,-0.0826291
Metropolitan,Moor Park,51.629278,-0.432108
Metropolitan,Moorgate,51.5170917,-0.088764
Metropolitan,North Harrow,51.58412800000001,-0.3644343
Metropolitan,Northwick Park,51.5072178,-0.1275862
Metropolitan,Northwood,51.6112297,-0.423889
Metropolitan,Northwood Hills,51.6006218,-0.4093582
Metropolitan,Pinner,51.595172,-0.378002
Metropolitan,Preston Road,51.5044258,-0.0075681
Metropolitan,Rayners Lane,51.5762173,-0.3702536
Metropolitan,Rickmansworth,51.638763,-0.4741309999999999
Metropolitan,Ruislip,51.574593,-0.4250547000000001
Metropolitan,Ruislip Manor,51.5708186,-0.411653
Metropolitan,Uxbridge,51.5485,-0.479611
Metropolitan,Watford,51.66112829999999,-0.3970199
Metropolitan,Wembley Park,51.5585935,-0.2796126
Metropolitan,West Harrow,51.5805011,-0.3421192
Northern,Angel,51.5327841,-0.1058706
Northern,Archway,51.5648883,-0.1323808
Northern,Balham,51.4439889,-0.1494105
Northern,Bank,51.533441,-0.12095
Northern,Belsize Park,51.5475617,-0.1671077
Northern,Borough,51.5012449,-0.0936138
Northern,Brent Cross,51.5763589,-0.2236956
Northern,Burnt Oak,51.602809,-0.266965
Northern,Camden Town,51.5390261,-0.1425516
Northern,Chalk Farm,51.5444834,-0.152158
Northern,Charing Cross,51.50813729999999,-0.1247624
Northern,Clapham Common,51.4589252,-0.1493071
